"iota","gplant","rootresist","minlwp","root_leaf_ratio"
1.0007,2.858,71.67,-1.526,0.717
1.002127,2.053,44.98,-1.872,0.568
1.001593,1.823,57.82,-2.156,0.572
1.004647,2.028,51.36,-1.606,0.548
1.004265,2.086,48.76,-1.505,0.785
1.001721,2.893,75.31,-1.631,0.745
1.002507,2.951,41.09,-1.757,0.312
1.003474,2.109,37.1,-1.571,0.653
1.002535,1.353,38.21,-2.16,0.803
1.002905,2.114,67.74,-1.711,0.853
1.002645,2.318,43.89,-1.776,0.481
1.003614,1.673,97.99,-2.44,0.37
1.00237,2.989,84.72,-2.098,0.422
1.000948,3.254,90.86,-2.113,0.401
1.002431,1.449,38.54,-2.305,0.515
1.004154,1.641,103.74,-2.022,0.859
1.004233,2.088,100.84,-2.023,0.456
1.004256,1.275,46.38,-2.061,0.814
1.003962,3.329,75.18,-1.587,0.489
1.000764,1.471,49.51,-2.032,0.896
1.004279,2.226,98.4,-1.957,0.438
1.004287,2.284,75.2,-1.661,0.658
1.003697,1.698,82.34,-1.941,0.887
1.004131,2.321,93.83,-1.979,0.448
1.002155,2.577,99.72,-2.265,0.497
1.004112,1.707,83.29,-1.711,0.382
1.000816,1.693,35.41,-1.888,0.607
1.004918,1.657,82.03,-1.782,0.625
1.000713,2.97,56.81,-1.57,0.488
1.00196,2.207,62.75,-2.3,0.358
1.001227,1.507,92.56,-2.395,0.859
1.001108,3.046,77.6,-1.545,0.787
1.001167,2.891,84.96,-1.989,0.5
1.004126,1.495,76.55,-2.226,0.381
1.002495,2.961,102.65,-2.496,0.308
1.002546,1.408,87.28,-1.51,0.385
1.004302,1.953,45.82,-1.69,0.551
1.002769,2.63,57.83,-1.525,0.743
1.004255,1.908,75.4,-1.95,0.343
1.002503,2.733,72.12,-2.018,0.43
1.002387,3.722,83.74,-2.02,0.378
1.002896,1.5,69.59,-2.367,0.609
1.003644,1.724,37.41,-1.807,0.631
1.000995,1.837,54.7,-2.256,0.386
1.001018,1.781,68.08,-2.363,0.449
1.000976,2.031,88.82,-1.959,0.841
1.001371,2.912,96.54,-2.443,0.368
1.004747,1.426,69.04,-1.978,0.543
1.00383,2.14,96.87,-2.154,0.462
1.000756,2.17,52.31,-2.095,0.313
1.001768,3.398,86.01,-1.649,0.692
1.004084,2.751,55.79,-1.52,0.522
1.001112,3.266,79.97,-1.894,0.461
1.00104,2.276,41.14,-1.788,0.427
1.000727,1.609,44.34,-1.959,0.7
1.00136,2.868,74.44,-1.857,0.543
1.004231,3.218,85.09,-1.528,0.608
1.001535,2.52,85.03,-2.118,0.533
1.000897,2.159,68.81,-1.82,0.728
1.001318,2.064,104.57,-2.326,0.647
1.001724,2.624,83.91,-1.656,0.896
1.004583,1.813,92.14,-1.794,0.451
1.001015,1.978,72.72,-2.189,0.52
1.004699,1.352,57.64,-1.872,0.418
1.004894,1.661,53.8,-1.644,0.879
1.003478,2.622,44.1,-1.546,0.509
1.003827,1.448,70.6,-2.428,0.35
1.002779,2.275,56.68,-1.638,0.776
1.002204,2.934,99.87,-2.302,0.425
1.004338,1.282,62.35,-2.265,0.525
1.003082,1.397,71.26,-2.488,0.573
1.001158,2.11,61.09,-1.931,0.614
1.001336,3.175,86.91,-1.623,0.772
1.004372,2.588,81.95,-1.8,0.427
1.004058,1.52,99.84,-1.554,0.538
1.002608,2.138,36.92,-1.638,0.672
1.002581,2.493,92.62,-2.367,0.395
1.001305,3.234,76.21,-2.083,0.374
1.003797,1.847,95.97,-1.775,0.349
1.00088,2.361,84.61,-2.014,0.573
1.000524,1.916,72.27,-2.213,0.394
1.004467,3.236,102.27,-1.735,0.446
1.003823,3.572,95.07,-1.741,0.502
1.000666,3.275,50.01,-1.632,0.331
1.00104,3.024,102.03,-2.035,0.544
1.003438,1.822,40.14,-2.078,0.343
1.000767,2.765,102.33,-1.753,0.786
1.002129,1.97,79.75,-2.341,0.523
1.000696,2.272,69.59,-1.855,0.577
1.0006,1.712,86.36,-2.028,0.87
1.001267,2.096,64.42,-2.228,0.424
1.004471,2.396,97.97,-1.732,0.68
1.004516,1.445,101.45,-1.507,0.716
1.001242,1.627,54.51,-2.101,0.758
1.001259,2.325,82.16,-1.819,0.831
1.001092,3.019,58.96,-1.88,0.363
1.004313,1.433,85.29,-1.56,0.545
1.002901,2.301,42.39,-1.694,0.546
1.001337,1.886,45.87,-2.245,0.35
1.00096,3.112,66.77,-1.915,0.374
1.003771,2.624,102.68,-1.802,0.31
1.000727,3.011,82.67,-1.752,0.559
1.001415,1.95,104.09,-2.233,0.788
1.004575,1.52,47.65,-1.989,0.325
1.000962,3.13,96.07,-1.768,0.669
1.003659,1.86,101.47,-2.375,0.324
1.001561,3.635,82.3,-1.501,0.765
1.003582,1.296,98.32,-1.764,0.447
1.001892,1.274,58.97,-2.488,0.815
1.004563,1.394,87.01,-2.136,0.721
1.004018,2.389,99.13,-2.106,0.411
1.00374,2.967,98.1,-2.067,0.392
1.004848,2.105,101.76,-1.527,0.537
1.001424,2.529,67.22,-2.38,0.302
1.001953,3.433,100.34,-2.205,0.434
1.003817,2.617,100.46,-1.625,0.874
1.001934,1.312,60.88,-2.431,0.839
1.000605,2.248,98.43,-2.005,0.647
1.002804,2.359,94.58,-2.429,0.378
1.001048,2.195,87.75,-1.893,0.834
1.002239,1.657,42.62,-2.234,0.485
1.002932,1.94,87.51,-2.203,0.612
1.003608,3.151,61.3,-1.513,0.552
1.002863,3.646,104.65,-1.801,0.606
1.002327,2.654,94.98,-2.072,0.581
1.002003,3.33,78.37,-1.581,0.718
1.0015,1.926,37.09,-1.977,0.47
1.001751,1.371,48.52,-2.354,0.745
1.000582,1.915,73.04,-2.036,0.571
1.003271,2.326,93.08,-2.122,0.526
1.002892,2.749,86.34,-1.644,0.808
1.003759,1.958,70.98,-1.752,0.87
1.00071,3.687,88.18,-1.621,0.586
1.000577,1.951,38.11,-1.691,0.563
1.002716,3.012,79.41,-1.984,0.449
1.003317,1.842,98.57,-1.657,0.338
1.001853,2.58,100.55,-1.944,0.756
1.00119,2.558,94.04,-1.799,0.841
1.004673,1.871,85.66,-1.618,0.442
1.00234,3.213,98.09,-1.938,0.583
1.001772,3.69,100.76,-1.555,0.842
1.004459,1.67,35.77,-1.659,0.86
1.003184,1.749,78.29,-2.246,0.59
1.003129,1.347,77.7,-2.399,0.789
1.001714,3.422,87.02,-1.857,0.556
1.004117,2.304,93.8,-2.109,0.384
1.000511,1.449,57.16,-2.057,0.828
1.002102,1.931,92.18,-2.075,0.856
1.004178,1.263,68.21,-2.317,0.686
1.002596,3.131,98.19,-2.396,0.333
1.001415,1.707,62.89,-2.381,0.513
1.003186,2.553,79.16,-2.167,0.377
1.001912,2.435,68.54,-1.998,0.541
1.002086,2.743,82.45,-2.386,0.347
1.001568,2.706,73.97,-1.605,0.859
1.002243,3.075,66.02,-2.158,0.311
1.001511,3.411,101.53,-2.301,0.414
1.004022,3.214,104.07,-1.934,0.456
1.002428,3.153,91.86,-2.063,0.48
1.003742,1.617,51.74,-2.324,0.317
1.002367,2.053,90.03,-1.993,0.83
1.001592,3.655,39.25,-1.628,0.305
1.004103,2.871,75.83,-1.917,0.338
1.003167,3.609,103.94,-1.763,0.616
1.000704,2.38,89.35,-1.812,0.758
1.002119,3.576,81.21,-1.505,0.764
1.00183,2.319,68.04,-1.73,0.842
1.002311,1.615,82.73,-2.455,0.648
1.004243,2.023,78.95,-2.101,0.367
1.003546,2.637,70.02,-1.703,0.601
1.000614,2.134,97.52,-2.085,0.629
1.001199,2.563,89.3,-2.199,0.487
1.00173,1.751,50.4,-2.012,0.746
1.003518,1.522,91.9,-1.634,0.387
1.001553,1.773,86.89,-2.368,0.679
1.001202,2.505,81.99,-1.865,0.706
1.004918,1.327,43.6,-2.022,0.49
1.000753,2.252,86.33,-2.215,0.465
1.004,2.728,101.87,-1.74,0.711
1.004768,1.962,56.88,-1.593,0.791
1.004217,1.577,99.74,-2.21,0.388
1.001415,1.513,78.24,-2.432,0.756
1.00306,2.196,72.47,-1.814,0.746
1.000517,1.494,103.87,-2.467,0.668
1.004789,1.601,37.14,-1.917,0.33
1.001864,2.797,68.46,-1.7,0.68
1.001431,3.32,74.51,-2.003,0.409
1.000693,2.789,77.44,-2.114,0.358
1.001306,3.43,62.7,-1.918,0.354
1.002554,2.166,42.11,-2.136,0.309
1.004973,1.776,63.63,-1.828,0.485
1.002764,2.744,85.65,-2.005,0.532
1.00489,2.438,89.05,-1.515,0.856
1.001324,1.614,61.05,-2.142,0.82
1.001307,2.195,83.54,-2.415,0.436
1.00153,3.401,72.8,-2.252,0.302
1.001069,2.77,48.06,-1.888,0.322
1.001173,2.561,55.15,-1.87,0.444
1.004713,2.252,52.57,-1.564,0.59
1.004066,1.29,64.96,-2.496,0.425
1.004697,1.731,78.15,-1.888,0.737
1.002407,2.418,38,-1.522,0.718
1.004508,1.549,75.45,-2.003,0.795
1.001332,1.959,75.46,-2.177,0.638
1.003684,1.39,38.32,-2.224,0.521
1.00333,1.748,72.83,-2.44,0.398
1.002563,2.779,86.25,-1.924,0.603
1.003132,1.82,103.02,-2.164,0.81
1.000813,2.512,53.2,-1.584,0.66
1.001125,1.399,66.89,-2.496,0.684
1.000892,2.62,98.86,-1.732,0.887
1.001516,3.732,95.02,-2.089,0.452
1.003621,2.53,86.14,-1.837,0.635
1.002491,2.363,52.14,-1.79,0.588
1.002978,2.671,66.11,-2.06,0.377
1.001359,2.533,48.14,-1.922,0.382
1.000787,1.98,95.1,-2.019,0.831
1.000836,1.91,84.57,-2.239,0.592
1.001843,3.425,81.23,-1.693,0.644
1.004434,3.083,57.78,-1.583,0.403
1.002871,3.598,91.86,-1.693,0.636
1.002117,3.43,40.12,-1.515,0.426
1.000568,2.456,64.4,-1.661,0.615
1.002062,2.955,94.02,-2.301,0.428
1.004379,2.311,60.12,-1.74,0.507
1.003963,2.928,67.4,-1.646,0.526
1.002447,2.393,98.74,-1.951,0.784
1.004163,1.271,55.36,-2.185,0.888
1.003828,2.929,82.54,-2.08,0.336
1.002665,2.878,67.65,-1.504,0.82
1.002671,2.709,74.72,-2.204,0.375
1.002778,2.792,86.86,-1.917,0.597
1.00385,2.981,99.65,-1.563,0.853
1.000575,3.439,97.36,-1.616,0.67
1.00073,2.526,82.15,-1.705,0.773
1.004438,1.423,38.89,-2.207,0.333
1.004232,2.472,96.02,-1.688,0.809
1.002441,1.768,60.72,-2.486,0.401
1.002533,3.563,78.64,-1.707,0.572
1.002337,3.617,84.44,-1.822,0.536
1.003571,2.544,67.5,-2.135,0.313
1.00451,1.514,58.15,-2.192,0.331
1.000718,3.076,91.73,-1.567,0.817
1.000688,3.608,71.79,-1.65,0.462
1.003444,2.478,41.72,-1.746,0.406
1.002342,2.931,48.25,-1.515,0.632
1.004264,2.145,80.93,-1.992,0.515
1.004528,1.714,104.08,-2.009,0.856
1.004846,1.577,75.86,-1.884,0.406
1.001042,2.454,80.29,-2.267,0.41
1.001378,2.823,91.59,-2.097,0.539
1.004957,1.373,56.21,-2.038,0.407
1.001439,2.157,81.89,-2.041,0.728
1.001224,2.063,69.51,-1.972,0.721
1.001126,2.953,90.54,-1.785,0.706
1.000755,2.676,71.99,-2.153,0.343
1.00436,3.076,92.13,-1.95,0.347
1.001587,2.928,89.79,-2.277,0.432
1.003407,1.752,77.93,-2.158,0.676
1.00349,1.31,49.8,-2.255,0.799
1.004499,1.909,98.87,-1.521,0.463
1.001713,2.651,92.6,-2.462,0.404
1.003267,1.896,103.49,-2.042,0.895
1.001859,1.874,73.61,-2.027,0.856
1.001332,3.595,95.29,-2.301,0.378
1.002196,2.657,88.97,-2.348,0.425
1.001305,2.572,65.26,-2.315,0.315
1.004432,2.778,57.57,-1.558,0.517
1.004085,1.559,65.65,-2.082,0.732
1.004936,1.872,48.18,-1.587,0.827
1.000827,2.459,93.28,-1.982,0.645
1.001024,2.658,75.42,-1.831,0.611
1.000698,1.95,87.17,-2.098,0.679
1.001696,2.129,65.94,-2.283,0.452
1.003113,2.105,66.43,-2.061,0.538
1.000615,2.365,89.08,-2.18,0.449
1.002322,1.852,96.08,-2.204,0.82
1.002208,1.917,54.98,-1.968,0.714
1.004598,3.476,85.55,-1.738,0.316
1.003667,1.473,79.64,-2.199,0.878
1.001137,1.643,35.18,-1.901,0.829
1.001911,2.223,74.74,-2.191,0.544
1.00399,1.45,96.7,-2.456,0.63
1.000767,1.791,87.39,-2.482,0.483
1.003111,3.075,103.41,-2.137,0.482
1.001645,3.425,69.93,-2.206,0.312
1.002578,2.387,84.32,-2.187,0.529
1.004031,2.204,99.28,-1.876,0.788
1.001849,3.248,69.36,-1.699,0.595
1.003527,3.648,61.69,-1.796,0.334
1.004147,2.215,92.69,-1.855,0.3
1.004235,1.426,100.86,-2.313,0.807
1.003876,2.602,75.16,-2.025,0.398
1.002357,2.041,42.69,-1.91,0.568
1.003304,3.039,58.18,-1.761,0.427
1.000996,1.872,86.77,-2.277,0.646
1.00478,3.583,101.29,-1.726,0.373
1.001167,2.582,45.71,-1.562,0.665
1.002256,2.977,95.53,-1.85,0.71
1.004465,2.644,100.04,-1.668,0.784
1.000628,1.533,70.82,-2.311,0.613
1.002084,3.487,80.12,-2.125,0.388
1.004743,1.961,76.35,-1.734,0.832
1.004861,2.046,54.48,-1.604,0.73
1.003717,2.21,93.24,-2.024,0.645
1.003119,2.444,81.48,-2.137,0.484
1.000533,1.893,102.74,-2.097,0.759
1.001009,2.69,95.63,-2.288,0.448
1.004841,2.048,79.4,-1.925,0.497
1.004711,3.171,86.2,-1.671,0.507
1.001287,2.119,53.83,-1.969,0.558
1.000613,2.302,99.08,-1.996,0.669
1.003896,1.352,40.87,-2.417,0.388
1.004143,2.692,101.1,-1.952,0.559
1.000522,1.823,88.96,-2.359,0.475
1.000876,2.638,40.1,-1.671,0.392
1.003019,3.448,102.93,-2,0.526
1.001187,2.819,77.55,-1.596,0.865
1.004555,1.546,81.55,-2.175,0.655
1.00188,2.282,99.7,-2.456,0.524
1.000578,1.791,99.22,-2.161,0.764
1.002148,1.537,41.12,-2.392,0.485
1.003223,3.318,68.04,-1.858,0.406
1.000901,3.333,102.53,-1.609,0.848
1.004514,3.512,98.63,-1.847,0.316
1.001073,1.961,52.54,-2.026,0.544
1.001951,2.356,88.63,-2.04,0.71
1.004837,2.129,86.94,-1.914,0.546
1.002293,1.462,44.4,-2.379,0.595
1.000869,3.027,85.45,-1.945,0.499
1.001865,1.453,42.71,-2.189,0.837
1.003247,3.151,68.2,-1.636,0.589
1.002093,2.874,97.73,-1.799,0.807
1.00447,2.27,81.09,-1.974,0.489
1.001524,2.512,95.75,-2.478,0.444
1.003575,3.191,93.07,-1.645,0.725
1.003159,2.405,67.6,-1.609,0.884
1.001262,3.28,41.33,-1.632,0.357
1.000872,1.793,78.96,-2.22,0.664
1.003831,2.298,91.91,-1.744,0.895
1.004042,2.837,91.73,-2.109,0.391
1.000984,3.146,80.4,-1.751,0.596
1.00308,2.792,80.34,-1.804,0.639
1.00445,1.458,102.23,-1.762,0.466
1.001109,1.861,92.9,-2.121,0.89
1.002053,2.622,77.81,-2.454,0.346
1.000938,3.123,101.16,-2.471,0.358
1.001741,3.415,83.66,-2.143,0.417
1.003759,2.333,67.02,-1.741,0.69
1.003585,2.237,82.88,-2.337,0.378
1.003683,1.965,49.32,-1.692,0.852
1.004764,3.618,81.93,-1.733,0.314
1.001875,1.679,36.21,-2.452,0.311
1.001847,2.34,50.77,-2.228,0.334
1.004493,1.954,44,-1.812,0.501
1.003072,1.961,67.33,-2.089,0.616
1.002852,2.904,85.58,-2.182,0.43
1.001946,1.958,78.26,-1.991,0.892
1.001467,3.418,99.11,-1.844,0.671
1.003008,2.404,55.02,-1.696,0.683
1.000918,2.871,66.48,-1.584,0.706
1.004281,2.885,102.54,-2.169,0.344
1.002067,2.914,86.71,-2.295,0.423
1.001867,1.626,84.04,-2.418,0.761
1.000579,1.327,45.88,-2.249,0.703
1.004421,3.186,50.53,-1.658,0.33
1.00062,1.557,67.22,-2.229,0.654
1.003772,2.645,62.96,-1.824,0.48
1.003804,3.132,38.85,-1.568,0.358
1.001858,3.342,85.51,-1.616,0.788
1.001894,3.538,88.89,-1.638,0.752
1.001817,2.714,71.23,-2.174,0.427
1.004697,1.744,56.76,-2.055,0.45
1.002925,1.749,35.24,-2.009,0.563
1.003031,1.422,46.93,-2.483,0.498
1.002444,2.768,101.73,-1.783,0.865
1.003206,3.596,51.55,-1.611,0.415
1.003326,2.392,69.9,-1.843,0.641
1.001999,2.885,101.14,-1.992,0.686
1.00444,1.452,58.09,-2.125,0.727
1.004121,1.709,51.49,-1.874,0.801
1.004244,1.369,81.69,-2.396,0.31
1.00495,1.466,78.16,-2.169,0.631
1.00449,1.408,60.06,-2.116,0.826
1.00058,1.258,44,-2.49,0.468
1.000647,3.401,91.25,-1.568,0.725
1.003067,2.215,81.56,-2.494,0.359
1.002296,3.408,87,-2.252,0.386
1.00055,2.721,75.79,-1.606,0.698
1.002223,3.107,97.55,-2.36,0.425
1.002538,3.274,63.12,-1.869,0.434
1.004859,2.743,97.98,-1.915,0.456
1.000673,1.261,45.25,-2.302,0.842
1.001016,3.151,63.94,-1.755,0.473
1.003816,2.181,58.5,-2.14,0.36
1.004213,2.166,70.42,-2.159,0.377
1.004887,1.539,60.69,-2.039,0.655
1.004861,2.249,85.01,-1.963,0.475
1.004518,2.816,71.61,-1.755,0.484
1.00096,3.064,56.27,-1.726,0.437
1.004352,2.983,87.48,-1.643,0.678
1.003513,2.501,83.79,-1.693,0.852
1.001003,2.745,61.04,-2.188,0.304
1.000606,3.205,94.94,-1.535,0.827
1.004736,3.107,52.05,-1.611,0.36
1.001527,2.651,97.95,-1.994,0.728
1.000823,1.583,85.19,-2.318,0.79
1.002705,3.254,92.81,-2.455,0.324
1.004385,2.58,80.86,-1.717,0.673
1.000788,3.504,45.94,-1.654,0.313
1.000552,2.281,86.87,-1.749,0.832
1.002514,2.822,47.87,-1.845,0.414
1.000941,3.738,71.02,-1.563,0.57
1.001133,3.211,74.1,-1.962,0.433
1.004706,1.913,104.61,-2.12,0.635
1.000574,3.613,65.59,-1.86,0.314
1.004698,1.891,58.84,-2.085,0.377
1.001035,2.352,76.73,-1.969,0.635
1.003553,1.988,77.72,-2.046,0.681
1.002608,3.215,99.52,-2.142,0.513
1.003786,2.583,69.31,-1.592,0.799
1.000511,2.834,70.72,-1.838,0.415
1.004978,3.474,90.14,-1.685,0.478
1.002126,2.064,96.96,-2.211,0.761
1.002962,2.158,41.74,-2.031,0.399
1.004936,3.175,93,-1.653,0.588
1.003973,2.652,80.8,-2.03,0.452
1.000806,1.287,41.18,-2.373,0.692
1.003048,3.014,82.99,-1.632,0.779
1.003695,2.793,45.59,-1.846,0.326
1.000932,3.373,102.34,-2.422,0.368
1.00371,2.467,43.73,-1.918,0.336
1.001012,1.612,43.06,-2.421,0.351
1.003261,2.343,78.12,-2.003,0.606
1.003301,2.237,70.83,-2.412,0.329
1.003234,2.686,77.41,-1.847,0.623
1.004826,2.928,75.83,-1.632,0.563
1.004249,1.692,43.19,-2.125,0.42
1.001229,1.748,36.04,-2.077,0.512
1.000807,1.537,64.55,-2.149,0.886
1.002197,2.528,35.78,-1.89,0.356
1.000962,2.187,63.09,-2.29,0.361
1.000592,1.391,52.87,-2.156,0.861
1.00345,2.211,82.78,-2.494,0.34
1.00388,1.299,48.29,-2.493,0.509
1.001664,3.183,95.07,-1.648,0.88
1.000923,2.091,53.92,-1.713,0.855
1.004844,2.236,79.57,-2.042,0.327
1.003948,1.254,47.42,-2.414,0.652
1.001115,1.442,70.13,-2.349,0.893
1.001,1.947,41.37,-1.76,0.775
1.003321,3.317,96.92,-1.813,0.639
1.002519,2.3,54.06,-2.098,0.446
1.002861,3.123,43.65,-1.618,0.459
1.001641,2.968,43.56,-1.598,0.53
1.000886,2.118,46.46,-1.735,0.685
1.002605,1.6,40.5,-2.397,0.441
1.000758,2.17,72.34,-2.079,0.521
1.000843,2.636,92.05,-1.724,0.862
1.001767,1.421,49.9,-2.385,0.749
1.001407,1.61,64.77,-2.372,0.674
1.001242,1.643,57.85,-2.126,0.829
1.003526,3.613,97.6,-1.797,0.598
1.001056,2.161,69.86,-2.227,0.463
1.003266,2.281,69.2,-2.032,0.554
1.004859,2.225,57.94,-1.89,0.407
1.000514,2.782,52.67,-1.788,0.328
1.000874,3.354,91.57,-1.615,0.765
1.000818,3.724,103.62,-2.014,0.494
1.003031,1.76,40.42,-2.176,0.474
1.003696,3.549,94.8,-1.969,0.474
1.00337,2.253,98.64,-1.999,0.777
1.004475,3.177,94.57,-1.908,0.484
1.003287,3.592,75.27,-1.573,0.645
1.001132,2.447,81.02,-2.167,0.509
1.002873,3.654,85.13,-2.222,0.354
1.001792,2.958,55.38,-1.711,0.564
1.004248,2.542,82.92,-1.813,0.652
1.00308,2.783,59.27,-2.193,0.307
1.002174,2.442,49.7,-1.807,0.596
1.001641,3.461,92.43,-2.368,0.387
1.000969,3.673,99.73,-2.387,0.359
1.004985,2.611,67,-1.628,0.59
1.003374,3.612,60.75,-1.807,0.379
1.002141,3.511,50.68,-1.506,0.575
1.004369,1.386,85.23,-2.467,0.648
1.002887,2.737,95.09,-1.851,0.766
1.000938,1.779,39.17,-2.17,0.386
1.00254,2.318,85.31,-2.321,0.521
1.004983,2.473,81.6,-1.688,0.697
1.000669,1.925,70.8,-1.899,0.812
1.002432,3.122,99.59,-2.213,0.512
1.004647,2.999,99.51,-2.077,0.395
1.002757,3.349,77.75,-2.188,0.369
1.000587,2.507,74.34,-2.131,0.375
1.003066,1.526,51.87,-2.131,0.845
1.00168,3.573,85.61,-1.796,0.62
1.001107,1.802,49.94,-1.88,0.899
1.004762,3.573,53.48,-1.594,0.348
1.003231,3.156,46.89,-1.852,0.326
1.003239,1.796,46.24,-2.198,0.477
1.001517,2.868,80.2,-2.489,0.338
1.002184,3.587,91.41,-2.324,0.386
1.003041,3.463,97.34,-1.577,0.848
1.003871,2.158,64.27,-2,0.538
1.001554,2.675,101.85,-1.903,0.841
1.001054,3.068,65.47,-2.077,0.348
1.00287,3.397,65.86,-1.835,0.461
1.001839,2.49,54.19,-1.729,0.704
1.003306,2.146,84.2,-1.95,0.794
1.001266,2.726,56.24,-1.67,0.649
1.00446,1.568,103.23,-2.222,0.338
1.000734,3.275,80.99,-1.895,0.459
1.00071,3.358,94.65,-1.639,0.728
1.002707,2.316,100,-2.419,0.54
1.003639,2.508,88.63,-1.719,0.88
1.002979,1.339,66.35,-2.474,0.806
1.00079,2.568,60.12,-1.757,0.556
1.000986,2.917,95.72,-2.046,0.562
1.004499,1.888,72.81,-1.942,0.74
1.003216,1.94,62.17,-2.405,0.401
1.003641,2.712,52.49,-1.604,0.619
1.001707,2.381,76.81,-2.483,0.398
1.001318,2.711,71.31,-1.634,0.859
1.00303,2.786,46.63,-2.009,0.319
1.003139,1.818,49.31,-1.985,0.701
1.004294,1.955,57.83,-1.869,0.682
1.004516,3.294,93.1,-1.528,0.79
1.002726,3.439,87.98,-2.07,0.476
1.003987,2.201,54.99,-2.112,0.371
1.003431,2.634,102.61,-2.449,0.409
1.004281,2.828,96.03,-1.932,0.575
1.000587,2.418,61.29,-2.017,0.365
1.002246,3.208,59.88,-2.077,0.352
1.001094,3.732,92.05,-1.969,0.491
1.002038,3.507,62.66,-2.086,0.339
1.003873,1.254,46.7,-2.323,0.877
1.004688,1.753,81.08,-2.285,0.484
1.001809,3.046,46.55,-1.511,0.651
1.002594,2.854,64,-1.891,0.525
1.004249,1.684,75.36,-2.394,0.48
1.000874,2.047,45.96,-2.102,0.368
1.001729,2.502,96.48,-2.21,0.634
1.001583,2.246,79.71,-2.104,0.679
1.003061,2.385,55.38,-2.317,0.307
1.004261,1.364,77.54,-2.481,0.661
1.001893,2.235,45.82,-2.231,0.347
1.000979,2.284,69.28,-1.986,0.592
1.002656,3.348,93.74,-1.973,0.58
1.001291,3.563,78.93,-1.871,0.506
1.000913,2.874,87.5,-2.389,0.36
1.001856,2.461,44.74,-1.705,0.651
1.003654,3.411,47.57,-1.53,0.473
1.003103,1.38,70.83,-2.462,0.798
1.004904,2.761,79.27,-1.897,0.438
1.002811,2.927,89.46,-2.163,0.505
1.000548,2.544,82.73,-1.723,0.718
1.001602,2.13,62.05,-2.113,0.584
1.000873,1.935,95.12,-2.354,0.624
1.00319,3.74,98.01,-2.391,0.334
1.003781,1.792,79.76,-2.158,0.729
1.004816,1.307,49.56,-2.4,0.473
1.004372,1.475,44.49,-2.084,0.757
1.004753,2.646,102.25,-1.855,0.31
1.003676,2.289,45.99,-2.007,0.383
1.002617,2.991,81.8,-2.148,0.472
1.000731,2.831,94.29,-2.176,0.458
1.003266,1.848,79.3,-2.29,0.634
1.003698,3.035,100.61,-1.63,0.89
1.002601,3.203,47.61,-1.786,0.404
1.001752,2.271,89.31,-2.18,0.688
1.004738,2.234,57.92,-1.669,0.72
1.002441,2.847,76.42,-2.239,0.428
1.004686,1.516,87.62,-2.458,0.336
1.003833,2.745,71.26,-2.28,0.302
1.004427,2.811,103.51,-2.308,0.364
1.00306,2.773,76.83,-1.862,0.636
1.004543,3.229,63.65,-1.561,0.557
1.004438,2.062,79.53,-2.204,0.48
1.004778,2.821,91.55,-1.843,0.578
1.00479,1.356,39.21,-2.363,0.39
1.004242,3.057,79.72,-1.69,0.633
1.000941,2.272,104.82,-2.159,0.718
1.001621,1.956,48.87,-2.096,0.574
1.003206,2.463,40.13,-1.625,0.629
1.000763,3.455,84.63,-2.125,0.374
1.00144,2.051,47.16,-1.739,0.897
1.001662,2.977,75.77,-1.913,0.588
1.001866,3.108,81.9,-1.655,0.822
1.001862,2.357,57.31,-2.246,0.402
1.001073,1.643,44.34,-2.059,0.759
1.004896,1.979,47.17,-1.746,0.662
1.004777,1.595,47.42,-2.148,0.496
1.001475,3.634,101.43,-1.676,0.822
1.004058,3.514,73.65,-1.651,0.556
1.003572,1.376,79.4,-2.435,0.86
1.004737,3.215,62.6,-1.747,0.398
1.001122,3.057,56.26,-1.519,0.694
1.00065,3.159,69.24,-1.949,0.365
1.001608,1.962,59.33,-2.127,0.646
1.004833,2.732,50.19,-1.727,0.397
1.001029,1.815,44.03,-2.061,0.559
1.004466,1.383,35.64,-2.104,0.8
1.003495,2.946,96.41,-1.871,0.685
1.002533,2.711,87.47,-2.153,0.564
1.001051,2.41,80.42,-1.901,0.741
1.003817,2.206,56.01,-2.067,0.446
1.004175,3.181,103.62,-1.791,0.694
1.000573,1.911,81.52,-2.263,0.517
1.002309,1.721,99.82,-2.361,0.88
1.001134,1.97,54.19,-1.853,0.843
1.000793,3.046,71.79,-2.16,0.336
1.000954,3.167,78.27,-1.649,0.703
1.000545,1.952,40.91,-1.869,0.443
1.003067,2.435,96.91,-2.014,0.753
1.002996,2.299,69.59,-1.738,0.896
1.001786,3.181,53.83,-2.086,0.324
1.004571,2.423,58.48,-2.006,0.377
1.001138,1.475,36.8,-2.171,0.766
1.003958,2.519,45.97,-1.698,0.536
1.002858,1.781,67.48,-2.487,0.512
1.000544,1.775,48.16,-1.835,0.748
1.001491,3.674,39.04,-1.534,0.399
1.003535,2.462,48.79,-2.15,0.314
1.00164,3.635,50.11,-1.586,0.494
1.002934,3.686,87.22,-1.903,0.544
1.004748,3.257,62.19,-1.569,0.532
1.00483,1.882,91.09,-1.651,0.355
1.001078,2.864,67.85,-1.917,0.488
1.002687,1.694,36.53,-2.01,0.738
1.001738,1.825,92.46,-2.247,0.896
1.000852,1.869,43.14,-2.036,0.492
1.004618,2.582,101.78,-2.352,0.353
1.002676,1.976,42.97,-1.791,0.831
1.003693,2.86,92.27,-2.236,0.444
1.001113,2.205,55.08,-1.93,0.591
