"iota","gplant","rootresist","minlwp","root_leaf_ratio"
1.000634,1.903,75.63,-2.46,0.818
1.000528,1.811,68.82,-2.341,0.882
1.001701,2.384,59.14,-2.43,0.795
1.001782,2.535,47.05,-2.214,0.789
1.00056,3.051,104.05,-2.357,0.664
1.00177,2.56,45.69,-2.319,0.687
1.00122,1.914,43.64,-2.459,0.754
1.000566,3.692,78.95,-1.792,0.751
1.002824,2.793,36.04,-1.988,0.893
1.001829,2.718,36.37,-1.96,0.815
1.000656,3.551,93.66,-2.45,0.531
1.002054,3.675,50.42,-2.222,0.593
1.003091,3.028,65.36,-2.297,0.897
1.000631,2.661,45.18,-1.952,0.581
1.002143,3.634,53.76,-1.867,0.867
1.002688,2.584,38.15,-2.301,0.747
1.000936,2.693,52.67,-2.436,0.459
1.003765,3.618,58.99,-2.467,0.699
1.001849,3.432,63.24,-2.147,0.758
1.001213,3.559,50.88,-1.76,0.77
1.001295,3.225,56.72,-2.21,0.592
1.000502,2.527,59.28,-2.313,0.465
1.001064,3.485,100.73,-2.464,0.68
1.001866,3.138,38.03,-2.101,0.605
1.000601,1.678,46.65,-2.367,0.837
1.000889,2.27,42.11,-2.287,0.556
1.001496,3.095,51.59,-2.226,0.612
1.001794,3.233,39.71,-2.362,0.464
1.001974,3.451,62.22,-2.054,0.831
1.000765,2.176,59.47,-2.41,0.642
1.000585,3.114,73.63,-2.17,0.57
1.001196,3.607,66.26,-1.954,0.756
1.001833,2.906,49.09,-2.211,0.712
1.001129,1.878,45.34,-2.427,0.822
1.000714,1.67,43.81,-2.457,0.781
1.001557,2.725,63.59,-2.333,0.768
1.000803,2.671,83.03,-2.203,0.823
1.000502,2.586,56.28,-2.185,0.499
1.003089,2.434,36.18,-2.3,0.843
1.000947,3.222,40.29,-2.055,0.443
1.000959,1.928,39.19,-2.271,0.796
1.000987,2.591,61.28,-2.432,0.576
1.001001,2.545,54.1,-2.35,0.579
1.001621,3.578,54.15,-2.216,0.586
1.000654,2.628,53.45,-2.16,0.546
1.001761,3.596,53.52,-2.09,0.671
1.001858,3.594,40.39,-1.834,0.727
1.000647,2.858,60.14,-1.898,0.744
1.00069,3.317,48.01,-1.815,0.575
1.001403,3.68,40.11,-1.671,0.753
1.000663,2.268,37.03,-2.471,0.337
1.000533,1.778,58.24,-2.469,0.7
1.000958,2.943,48.86,-1.928,0.699
1.002515,2.78,50.17,-2.49,0.695
1.001674,2.76,43.13,-2.486,0.514
1.000667,1.854,38.78,-2.458,0.527
1.002924,2.853,56.61,-2.292,0.886
1.001501,3.339,42.64,-1.796,0.784
1.000583,2.666,83.57,-2.081,0.835
1.00093,3.293,56.33,-1.866,0.726
1.000613,2.493,64.63,-1.978,0.849
1.000572,1.649,44.7,-2.398,0.805
1.004031,3.52,35.77,-2.144,0.697
1.001109,3.146,86.88,-2.339,0.743
1.001585,3.484,35.63,-2.213,0.425
1.00185,3.387,47.11,-1.8,0.895
1.00089,2.654,65.43,-2.027,0.871
1.000961,2.772,91.1,-2.386,0.79
1.003954,3.244,45.91,-2.271,0.778
1.001268,2.758,91.7,-2.44,0.852
1.001152,3.206,74.63,-1.995,0.892
1.001066,3.604,61.14,-2.401,0.453
1.000805,3.003,56.55,-2.006,0.649
1.000814,2.469,101.65,-2.452,0.862
1.000732,2.885,79.57,-2.423,0.584
1.001189,2.497,53.77,-2.08,0.886
1.003227,3.452,45.12,-2.456,0.617
1.000503,3.688,59.91,-1.838,0.54
1.001851,2.709,49.18,-2.489,0.621
1.000795,2.514,94.72,-2.355,0.861
1.000578,2.087,51.67,-2.36,0.572
1.003903,3.334,47.89,-2.417,0.715
1.001137,3.614,68.22,-2.324,0.548
1.003917,2.746,39.44,-2.219,0.888
1.00414,3.678,35.35,-1.8,0.892
1.002331,3.28,40.37,-1.977,0.778
1.001018,3.02,72.79,-2.241,0.704
1.001052,3.713,55.96,-1.904,0.648
1.002354,2.937,35.68,-2.457,0.533
1.002324,3.15,38.57,-2.1,0.706
1.001432,3.721,70.15,-2.043,0.782
1.001654,2.139,47.26,-2.456,0.809
1.001142,2.444,57.61,-2.338,0.722
1.000821,3.21,94.66,-2.266,0.751
1.000744,3.514,58.88,-2.25,0.437
1.003654,3.619,36.76,-2.362,0.592
1.003566,2.788,57.14,-2.473,0.872
1.003968,3.221,48.78,-2.144,0.893
1.000891,2.909,36.03,-1.755,0.702
1.000597,2.494,86.11,-2.438,0.674
1.000811,3.369,72.57,-2.107,0.655
1.000512,3.104,62.02,-1.657,0.875
1.001328,3.365,84.33,-2.265,0.798
1.00086,2.363,40.88,-2.22,0.569
1.001141,2.771,66.86,-2.441,0.637
1.000783,2.322,46.82,-2.158,0.674
1.003306,2.382,40.11,-2.46,0.866
1.001188,3.719,45.21,-1.753,0.701
1.000895,3.488,71.54,-2.196,0.604
1.000509,3.48,93.16,-1.967,0.773
1.001103,3.72,72.22,-2.39,0.54
1.000614,2.787,39.48,-1.852,0.58
1.000683,2.937,56.21,-1.85,0.764
1.000677,2.146,72.2,-2.283,0.872
1.00213,2.525,35.79,-2.186,0.81
1.001007,3.293,87.89,-2.228,0.782
1.000784,3.653,36.66,-1.557,0.648
1.001576,2.941,46.87,-2.17,0.694
1.001416,3.718,59.3,-2.275,0.568
1.000517,3.43,76.02,-2.09,0.578
1.000741,3.533,49.04,-1.699,0.684
1.001934,3.049,62.14,-2.284,0.807
1.000964,3.411,99.08,-2.463,0.692
1.000576,3.415,91.76,-1.87,0.896
1.000753,3.101,54.44,-2.185,0.497
1.00091,3.316,57.73,-1.751,0.865
1.001443,3.562,66.37,-2.242,0.675
1.001103,1.858,38.2,-2.429,0.799
1.000535,3.743,97.16,-1.854,0.866
1.002306,3.487,65.49,-2.298,0.791
1.000784,2.458,48.41,-1.974,0.821
1.000564,1.934,48.07,-2.424,0.585
1.00428,3.744,43.53,-2.372,0.702
1.000826,2.811,51.72,-2.211,0.545
1.001432,3.05,86.7,-2.391,0.843
1.001899,3.468,69.95,-2.365,0.741
1.000952,3.581,96.71,-2.245,0.776
1.001233,3.465,57.04,-2.301,0.534
1.000734,3.251,94.83,-2.109,0.84
1.000606,3.152,56.58,-1.661,0.871
1.000691,2.844,43.52,-1.937,0.589
1.000663,1.857,40.73,-2.218,0.865
1.000941,3.012,50.4,-1.861,0.79
1.000765,2.36,47.5,-2.251,0.602
1.002894,3.093,42.9,-2.194,0.807
1.000954,2.591,65.53,-2.383,0.676
1.000669,3.46,65.93,-2.117,0.55
1.002746,3.509,69.9,-2.352,0.849
1.001753,2.436,36.94,-2.374,0.672
1.002931,3.641,53.55,-2.148,0.825
1.001124,3.358,36.95,-1.751,0.687
1.001493,3.728,103.22,-2.474,0.811
1.000947,2.814,35.23,-1.984,0.569
1.003275,2.851,35.74,-2.274,0.798
1.001994,2.85,59.36,-2.4,0.796
1.000771,3.462,76.92,-2.263,0.595
1.001137,3.606,50.73,-1.913,0.669
1.000811,3.316,70.42,-2.338,0.546
1.000859,3.158,54.98,-2.354,0.46
1.001434,3.15,64.98,-2.115,0.847
1.001073,3.047,44.05,-2.488,0.388
1.004945,3.523,36.42,-2.322,0.805
1.002398,3.445,48.5,-2.304,0.686
1.00094,2.655,40.49,-1.827,0.891
1.002008,2.819,38.24,-1.997,0.894
1.002127,3.336,66.28,-2.318,0.815
1.003166,3.253,40.22,-2.298,0.728
1.000891,2.915,71.73,-2.221,0.733
1.000756,2.974,78.22,-2.047,0.85
1.001098,2.412,50.5,-2.173,0.83
1.000545,2.01,56.22,-2.164,0.9
1.002835,3.6,70.53,-2.484,0.801
1.000683,2.038,65.35,-2.329,0.877
1.001634,3.209,74.98,-2.38,0.793
1.001308,3.491,38.33,-1.638,0.858
1.000518,2.884,69.11,-2.403,0.48
1.002284,3.52,67.78,-2.395,0.781
1.001171,3.69,59.97,-1.763,0.898
1.000687,2.953,82.78,-2.386,0.639
1.00294,3.009,37.61,-2.209,0.799
1.000992,2.544,53.68,-2.499,0.547
1.000805,2.408,46.03,-2.221,0.627
1.000515,1.611,36.45,-2.433,0.733
1.000618,2.392,42.1,-2.206,0.515
1.000517,2.712,73.85,-2.218,0.657
1.00055,2.512,68.6,-2.021,0.862
1.001638,2.901,42.69,-2.064,0.795
1.000682,3.587,71.52,-2.28,0.517
1.00181,3.369,52.45,-2.091,0.789
1.000543,2.524,48.28,-1.956,0.695
1.000646,3.43,88.43,-2.206,0.685
1.00094,3.725,50.58,-1.994,0.55
1.000637,3.502,82.95,-2.162,0.657
1.000681,3.707,73.11,-2.121,0.593
1.001162,3.496,40.37,-1.979,0.551
1.00222,3.212,69.51,-2.459,0.819
1.000517,3.733,90.21,-2.07,0.681
1.00051,2.161,73.53,-2.221,0.881
1.001759,3.672,74.99,-2.262,0.816
1.001925,3.14,43.51,-2.251,0.675
1.000624,3.261,35.6,-1.74,0.527
1.000537,2.21,46.3,-2.304,0.532
1.004177,3.306,43.76,-2.469,0.786
1.001263,3.122,44.47,-2.186,0.58
1.000585,3.429,46.31,-1.542,0.812
1.001684,3.42,41.58,-2.437,0.474
1.000556,2.309,45.37,-2.379,0.451
1.000891,3.127,77.72,-2.029,0.891
1.00136,3.158,62.82,-2.183,0.784
1.001477,3.145,67.68,-2.16,0.875
1.00082,3.166,48.91,-2.435,0.387
1.001186,3.083,90.42,-2.414,0.827
1.001006,3.169,58.67,-2.109,0.689
1.000825,3.47,57.33,-2.467,0.409
1.000814,2.977,70.07,-2.147,0.748
1.000774,2.584,44.63,-2.093,0.642
1.001245,3.474,44,-1.902,0.695
1.000738,2.647,67.45,-2.084,0.853
1.000578,1.975,65.12,-2.348,0.87
1.001864,3.522,66.79,-2.22,0.832
1.000817,2.028,53.86,-2.336,0.875
1.000806,3.424,81.88,-2.158,0.741
1.000835,2.925,71.29,-2.231,0.728
1.000602,3.09,64.4,-2.417,0.459
1.002054,3.415,39.22,-1.898,0.846
1.001026,2.352,48.41,-2.284,0.747
1.000568,3.245,63.79,-2.345,0.453
1.000652,2.189,77.61,-2.456,0.798
1.000699,2.118,38.79,-2.069,0.869
1.000525,1.997,61.22,-2.255,0.887
1.000531,2.739,57.02,-1.881,0.795
1.001075,3.73,97.11,-2.315,0.801
1.002113,3.682,50.21,-2.327,0.657
1.000523,2.598,92.06,-2.358,0.761
1.00062,2.478,78.02,-2.461,0.68
1.000657,3.514,36.66,-1.687,0.561
1.001253,2.245,36.84,-2.309,0.74
1.00068,3.469,59.83,-2.178,0.51
1.000684,2.618,71.38,-2.366,0.676
1.002718,2.859,40.13,-2.394,0.783
1.000704,2.879,87.89,-2.322,0.77
1.000802,2.658,84.44,-2.486,0.74
1.000769,3.732,77.53,-2.392,0.544
1.00086,2.26,52.14,-2.218,0.853
1.000528,2.823,38.96,-2.022,0.454
1.000798,3.301,98.59,-2.433,0.732
1.000645,2.937,87.48,-2.487,0.64
1.001407,2.417,51.93,-2.424,0.793
1.00113,3.223,64.13,-2.186,0.744
1.000609,3.41,41.3,-1.729,0.597
1.001128,3.111,61.43,-2.206,0.733
1.000557,2.66,70.18,-2.094,0.791
1.000819,3.462,52.52,-2.066,0.561
1.000612,3.399,57.31,-2.287,0.437
1.001308,3.3,42.87,-2.025,0.678
1.002217,3.671,61.92,-2.255,0.833
1.000662,3.435,39.87,-1.551,0.793
1.000967,2.77,35.53,-2.209,0.498
1.000615,3.215,41.3,-1.867,0.542
1.000815,3.241,73.23,-2.215,0.701
1.001993,2.876,38.36,-2.131,0.838
1.00104,3.513,40.21,-1.942,0.578
1.001215,3.328,41.27,-2.135,0.558
1.000656,3.529,59.14,-1.714,0.829
1.000817,2.035,38.53,-2.203,0.892
1.00165,2.634,61.82,-2.412,0.892
1.000941,2.027,49.05,-2.385,0.892
1.000617,3.668,71.49,-2.177,0.57
1.002822,3.241,50.15,-2.366,0.845
1.001489,2.352,46.45,-2.331,0.889
1.000768,3.032,51.63,-2.244,0.526
1.000656,3.133,77.54,-2.406,0.595
1.003922,3.625,44.15,-2.352,0.854
1.00063,2.36,35.67,-1.9,0.842
1.000984,3.627,42.52,-1.657,0.819
1.000825,2.726,57.01,-2.208,0.704
1.002436,3.559,64.77,-2.496,0.803
1.001202,3.288,49.04,-1.96,0.791
1.001054,2.621,46.38,-2.355,0.62
1.000641,2.14,43.39,-2.421,0.559
1.000732,2.425,51.21,-2.138,0.787
1.001814,3.09,35.82,-1.937,0.879
1.00093,3.289,38.25,-2.202,0.431
1.001143,2.801,44.46,-2.252,0.645
1.000581,2.554,46.8,-1.98,0.737
1.000613,3.291,98.21,-2.476,0.668
1.001177,3.664,64.13,-2.08,0.772
1.00061,2.511,84.14,-2.425,0.769
1.001551,3.268,55.06,-2.098,0.859
1.000895,2.538,57.53,-2.277,0.766
1.000932,3.233,38.64,-1.91,0.63
1.003125,3.66,43.62,-2.388,0.763
1.001053,2.88,50.13,-2.024,0.84
1.000965,3.672,41.24,-1.757,0.697
1.000928,2.61,59.88,-2.447,0.664
1.000753,3.61,104.26,-2.305,0.808
1.000573,1.888,48.57,-2.441,0.735
1.002511,2.9,46.44,-2.44,0.84
1.002768,3.632,48.27,-2.147,0.897
1.000606,3.124,37.44,-2.249,0.34
1.000887,3.191,59.91,-2.086,0.733
1.000658,2.142,48.24,-2.244,0.803
1.000953,3.683,57.27,-1.82,0.831
1.001302,3.128,58.15,-2.406,0.672
1.000931,3.05,35.86,-2.142,0.49
1.001505,3.746,60.79,-2.183,0.763
1.000635,3.741,73.84,-2.03,0.694
1.000592,3.336,40.58,-2.103,0.396
1.001078,3.637,44.4,-2.088,0.555
1.001467,3.734,68.93,-2.447,0.688
1.000626,2.772,83.33,-2.473,0.684
1.000798,2.6,56.45,-2.445,0.6
1.000633,2.958,55.09,-1.845,0.859
1.000932,2.885,35.97,-2.29,0.453
1.000655,3.691,73.15,-1.986,0.737
1.000932,3.741,92.88,-2.361,0.756
1.001051,2.947,44.6,-2.323,0.557
1.00051,2.6,57.26,-1.948,0.858
1.00068,3.213,56.32,-1.802,0.858
1.000626,2.946,88.27,-2.419,0.716
1.000712,3.736,70.61,-1.988,0.735
1.000717,3.29,36.4,-1.583,0.861
1.003206,3.7,42.06,-2.373,0.789
1.001024,3.325,77.45,-2.444,0.698
1.000564,2.048,46.26,-2.259,0.792
1.001208,3.67,74.03,-2.288,0.763
1.000817,3.395,98.97,-2.277,0.869
1.000587,3.04,91.02,-2.365,0.734
1.000538,2.916,47.32,-2.151,0.499
1.001133,2.979,53.06,-2.318,0.676
1.001516,2.675,54.02,-2.352,0.874
1.000626,2.193,35.74,-2.398,0.488
1.000693,3.452,39.92,-1.653,0.747
1.000591,3.511,104.38,-2.267,0.804
1.000642,3.286,53.22,-2.172,0.521
1.001522,2.89,54.02,-2.38,0.791
1.000617,2.876,44.85,-2.289,0.448
1.001522,2.455,38.15,-2.455,0.721
1.000857,3.745,103.65,-2.433,0.78
1.000675,2.208,64.43,-2.458,0.779
1.000699,2.442,48.89,-2.143,0.788
1.00053,3.67,65.95,-1.952,0.662
1.000683,2.342,52.82,-2.194,0.84
1.000569,2.38,36.05,-1.965,0.769
1.001531,3.081,40.12,-2.152,0.754
1.0017,3.283,50.73,-2.262,0.793
1.00107,3.188,81.79,-2.3,0.886
1.001228,2.433,45.06,-2.311,0.862
1.000726,3.351,94.03,-2.462,0.724
1.000765,3.384,70.72,-1.988,0.857
1.000752,2.787,40.64,-2.15,0.578
1.001015,3.154,37.58,-1.795,0.866
1.000726,3.153,48.08,-1.944,0.703
1.000632,2.666,40.19,-2.057,0.623
1.000823,2.977,63.62,-2.165,0.79
1.000576,2.436,80.35,-2.423,0.805
1.000862,3.199,35.89,-1.698,0.874
1.001458,2.351,40.95,-2.468,0.81
1.000599,3.459,86.84,-2.42,0.638
1.001187,3.709,59.24,-2.16,0.731
1.000564,3.049,59.71,-2.137,0.636
1.000727,3.609,58.57,-2.246,0.537
1.001252,3.006,45.91,-2.27,0.699
1.001243,3.728,38.11,-2.235,0.488
1.000581,2.497,68.9,-2.306,0.783
1.000608,3.698,86.67,-2.131,0.771
1.00086,3.269,69.24,-2.363,0.675
1.00141,2.909,42.31,-2.204,0.793
1.001255,3.47,66.22,-2.441,0.707
1.001156,3.07,44.5,-2.381,0.577
1.000713,3.716,71.47,-2.307,0.601
1.00151,3.348,35.81,-2.202,0.63
1.000539,3.109,52.97,-1.829,0.796
1.001273,2.525,35.44,-2.38,0.681
1.000744,2.453,71.04,-2.397,0.855
1.000545,3.219,77.82,-2.006,0.86
1.001246,3.349,57.94,-2.155,0.831
1.000818,2.968,74.79,-2.367,0.772
1.000534,3.196,47.54,-1.751,0.786
1.000939,3.652,38.33,-2.062,0.517
1.000817,2.158,48.97,-2.41,0.845
1.000696,3.697,104.33,-2.28,0.854
1.000509,2.357,51.64,-2.071,0.884
1.000561,2.712,98.39,-2.389,0.893
1.001516,3.202,49.49,-2.152,0.875
1.000844,3.046,44.94,-2.136,0.639
1.00079,2.562,44.84,-2.195,0.742
1.00056,3.262,87.35,-2.492,0.642
1.000513,3.208,73.2,-2.422,0.563
1.001193,3.643,54.43,-2.047,0.808
1.00057,2.598,58.61,-2.284,0.685
1.000767,3.373,83.77,-2.442,0.715
1.000697,1.929,43.36,-2.456,0.863
1.000656,3.064,46.68,-1.837,0.845
1.000596,3.207,72.46,-2.382,0.621
1.000559,3.072,62.09,-1.913,0.883
1.000591,3.686,56.32,-1.874,0.705
1.000616,3.686,55.86,-2.404,0.433
1.001111,2.774,41.85,-2.425,0.618
1.000958,3.126,67.98,-2.216,0.868
1.0012,3.518,83.4,-2.362,0.899
1.000778,3.621,55.53,-1.954,0.746
1.000725,2.627,61.12,-2.33,0.774
1.002176,2.72,35.86,-2.458,0.864
1.001062,2.949,40.52,-2.273,0.636
1.001555,3.478,48.15,-2.178,0.822
1.000842,2.526,51.59,-2.477,0.674
1.001745,3.456,35.99,-2.466,0.591
1.000604,2.412,62.59,-2.291,0.865
1.000809,2.926,67.18,-2.485,0.687
1.001258,3.715,83.07,-2.367,0.89
1.000766,3.367,45.39,-2.083,0.603
1.002044,3.6,36,-2.016,0.891
1.000758,3.272,51.65,-2.392,0.515
1.000925,3.53,41.45,-1.887,0.74
1.000527,3.404,76.62,-2.085,0.782
1.000812,3.391,35.46,-1.812,0.713
1.000554,3.726,75.65,-2.269,0.63
1.000549,3.272,46.67,-1.729,0.851
1.000516,3.088,46.03,-2.187,0.5
1.000709,3.289,67.68,-2.176,0.767
1.000821,3.563,53.39,-2.159,0.64
1.000813,3.087,67.33,-2.433,0.697
1.000849,3.544,67.75,-2.234,0.742
1.001158,2.748,61.75,-2.43,0.897
1.001194,3.485,41.99,-1.986,0.803
1.000968,3.113,39.11,-1.965,0.814
1.001842,3.722,41.91,-2.24,0.767
1.000926,2.887,44.6,-2.205,0.726
1.001016,3.437,58.27,-2.297,0.705
1.001414,3.461,56.61,-2.382,0.774
1.000776,3.113,40.59,-1.967,0.725
1.00096,3.525,66.98,-2.482,0.654
1.000597,3.138,63.8,-1.994,0.87
1.000824,3.333,95.43,-2.479,0.85
1.000841,3.108,45.77,-1.953,0.877
1.001143,3.486,38.53,-1.979,0.763
1.001146,3.112,44.84,-2.298,0.706
1.001523,3.168,44.95,-2.224,0.883
1.000674,2.504,54.46,-2.315,0.802
1.001095,2.691,39.03,-2.315,0.757
1.000637,2.803,69.87,-2.332,0.796
1.001253,3.646,62.62,-2.188,0.888
1.000833,2.56,51.96,-2.271,0.893
1.000947,2.953,61.62,-2.481,0.731
1.00061,3.287,53.94,-2.274,0.563
1.000767,2.564,36.51,-2.398,0.555
1.000738,3.68,44.44,-1.721,0.871
1.000594,3.398,68.36,-2.159,0.734
1.001683,3.586,60.62,-2.411,0.881
1.001526,3.282,62.33,-2.453,0.895
1.001706,3.221,44,-2.489,0.762
1.001109,3.061,59.89,-2.48,0.769
1.000535,3.192,93.35,-2.286,0.879
1.000833,3.291,45.2,-2.01,0.773
1.000515,2.601,52.11,-2.166,0.78
1.000726,2.613,37.53,-2.056,0.866
1.001043,3.165,49.36,-2.212,0.807
1.000793,3.746,62.27,-1.952,0.89
1.000634,3.448,79.88,-2.149,0.88
1.001641,3.737,47.98,-2.197,0.873
1.000507,2.107,50.99,-2.499,0.75
1.000961,2.789,47.39,-2.301,0.818
1.002174,3.741,37.19,-2.437,0.761
1.000553,3.113,93.42,-2.492,0.788
1.000703,2.688,42.3,-2.079,0.863
1.000834,3.475,55.97,-2.011,0.87
1.000622,3.513,48.69,-2.324,0.488
1.001143,3.238,63.01,-2.465,0.809
1.000777,3.71,48.75,-1.995,0.718
1.00077,2.971,58.18,-2.434,0.701
1.000515,2.737,60.57,-2.225,0.804
1.000542,3.21,40.15,-2.033,0.581
1.00064,2.685,63,-2.326,0.864
1.000914,3.261,73.56,-2.419,0.853
1.000607,3.071,59.16,-2.125,0.826
1.001217,3.716,45.97,-2.087,0.842
1.00084,2.693,41.83,-2.222,0.844
1.000895,3.677,35.43,-2.261,0.485
1.000534,3.711,37.7,-2.23,0.382
1.00122,3.477,52.27,-2.217,0.882
1.00082,3.046,49.59,-2.238,0.77
1.000859,3.62,43.29,-2.043,0.703
1.000734,3.024,67.33,-2.328,0.85
1.000563,3.067,39.38,-1.902,0.772
1.001189,3.536,41.69,-2.129,0.8
1.000976,3.447,60.51,-2.5,0.692
1.000702,2.84,50.4,-2.223,0.814
1.000771,2.79,35.11,-2.306,0.602
1.000965,3.135,59.46,-2.386,0.829
1.001384,2.995,38.06,-2.367,0.837
1.001132,3.644,60.08,-2.284,0.862
1.000806,2.662,43.87,-2.473,0.676
1.000533,3.329,65.84,-2.261,0.698
1.001012,3.494,47.97,-2.113,0.847
1.000544,2.061,38.62,-2.414,0.823
1.000512,3.312,68.01,-2.189,0.76
1.001131,2.993,39.5,-2.379,0.753
1.000725,3.215,67.11,-2.438,0.745
1.000539,2.364,36.65,-2.241,0.776
1.000739,3.366,58.66,-2.176,0.838
1.000523,3.25,77.39,-2.245,0.86
1.0006,3.48,71.73,-2.215,0.826
1.000678,2.677,51.3,-2.287,0.88
1.0007,3.614,65.42,-2.242,0.778
1.000877,3.371,35.53,-2.001,0.789
1.000755,3.486,53.73,-2.288,0.687
1.000898,2.816,39.1,-2.435,0.693
1.000774,3.534,53.46,-2.307,0.677
1.001019,3.603,35.49,-2.34,0.566
1.000857,3.288,35.1,-2.354,0.542
1.000813,3.238,58.04,-2.366,0.794
1.000585,2.89,74.48,-2.438,0.871
1.001027,3.357,44.93,-2.183,0.878
1.000576,2.859,53.34,-2.274,0.793
1.000583,3.538,53.95,-2.202,0.662
1.000629,3.533,68.58,-2.333,0.753
1.000896,2.756,36.68,-2.347,0.79
1.000692,3.488,75.86,-2.319,0.886
1.001227,3.684,43.73,-2.495,0.674
1.000743,3.599,43.9,-2.085,0.724
1.000827,3.169,38.81,-2.383,0.609
1.000773,3.73,61.32,-2.195,0.837
1.000718,3.181,68.25,-2.45,0.826
1.000799,3.29,60.22,-2.473,0.751
1.000714,3.049,61.15,-2.434,0.808
1.000602,3.669,57.99,-2.019,0.853
1.000585,3.242,42.09,-1.927,0.859
1.000551,3.468,36.66,-2.387,0.416
1.00093,2.836,38.08,-2.327,0.846
1.001202,3.418,35.53,-2.193,0.884
1.001133,3.596,47.23,-2.487,0.764
1.000794,3.39,55.03,-2.243,0.891
1.000607,3.22,43.3,-2.1,0.79
1.000543,3.58,49.72,-2.405,0.545
1.000584,3.128,54.07,-2.199,0.867
1.000511,3.637,59.25,-2.484,0.578
1.000718,3.504,44.63,-2.317,0.654
1.000582,3.321,53.46,-2.332,0.706
1.000655,3.475,74.91,-2.472,0.848
1.00061,3.131,58.53,-2.483,0.739
1.000503,2.792,36.05,-2.236,0.687
1.000604,2.561,44.68,-2.442,0.828
1.000954,3.343,36.23,-2.234,0.828
1.000776,3.258,42.48,-2.258,0.831
1.000664,3.452,36.8,-2.062,0.776
1.000684,3.04,41.31,-2.499,0.659
1.000739,3.71,36.08,-1.99,0.834
1.000509,3.618,62.65,-2.498,0.658
1.000818,3.707,38.06,-2.391,0.65
1.00067,3.54,60.4,-2.372,0.868
1.000769,3.273,49.37,-2.386,0.893
1.000679,3.239,50.61,-2.423,0.849
1.000738,3.418,36.2,-2.298,0.753
1.00088,3.588,35.45,-2.357,0.793
1.000515,3.119,50.74,-2.452,0.783
1.000787,3.358,42.31,-2.493,0.82
1.000566,3.08,37.63,-2.306,0.798
1.000679,3.673,44.68,-2.375,0.776
1.000645,3.558,36.97,-2.114,0.879
1.00051,3.404,47.21,-2.307,0.826
